"Fighter","Opponent","Date","Country","WT_Class","Weight","Birthdate","Height","Team","Nickname","Stance","Reach","Decision","Rnd","Time","Time_Seconds","Total_Fight_Time_Seconds","Event","Res","Results","Decision_Unanimous","KO_TKO","Submission","Decision_Split","Draw","No_Contest","Decision_Majority","TKO_Doctors_Stoppage","Southpaw_Stance","Orthodox_Stance","Switch_Stance","Continent","Africa","Asia","Europe","South_America","North_America","Oceania","SDBL","SDB_A","SDHL","SDH_A","SDLL","SDL_A","TSL","TS_A","SSL","SS_A","KD","SCBL","SCB_A","SCHL","SCH_A","SCLL","SCL_A","RV","SR","TDL","TD_A","TDS","SGBL","SGB_A","SGHL","SGH_A","SGLL","SGL_A","AD","ADTB","ADHG","ADTM","ADTS","SM","X.Ground_Body_Strikes","X.Ground_Head_Strikes","X.Ground_Leg_Strikes","X.Clinch_Body_Strikes","X.Clinch_Head_Strikes","X.Clinch_Leg_Strikes","X.LEG","X.BODY","X.HEAD","X.Total_Strikes","X.TK_ACC","X.Significant_Strikes"
"Marlon Vera","Pedro Munhoz",2023-08-19,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"Decision - Unanimous",3,"5:00",300,900,"UFC 292: Sterling vs. O'Malley","L",0,1,0,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,8,13,107,208,23,25,141,251,141,251,0,1,1,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,66,0,92,64,51,56,0,56.1752988047809
"Marlon Vera","Cory Sandhagen",2023-03-25,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"Decision - Split",5,"5:00",300,1500,"UFC Fight Night: Vera vs. Sandhagen","W",1,0,0,0,1,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,12,28,25,101,16,23,73,177,58,158,0,1,1,3,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100,100,100,71,45,27,41,0,36.7088607594937
"Marlon Vera","Dominick Cruz",2022-08-13,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"KO/TKO",4,"2:17",137,1037,"UFC Fight Night: Vera vs. Cruz","L",0,0,1,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,13,21,28,111,13,14,63,160,61,156,3,0,0,5,6,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,50,0,0,83,0,93,62,29,39,0,39.1025641025641
"Marlon Vera","Rob Font",2022-04-30,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"Decision - Unanimous",5,"5:00",300,1500,"UFC Fight Night: Font vs. Vera","W",1,1,0,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,20,29,76,177,37,40,167,291,159,283,3,2,2,2,2,0,0,0,0,0,0,0,0,0,17,26,5,7,0,0,0,0,0,0,0,65,71,100,100,0,89,71,46,57,0,56.1837455830389
"Marlon Vera","Frankie Edgar",2021-11-06,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"KO/TKO",3,"3:50",230,830,"UFC 268: Usman vs. Covington 2","W",1,0,1,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,22,26,47,106,6,8,110,187,88,164,1,0,0,1,1,0,0,0,0,0,0,0,0,0,12,23,0,0,0,0,0,0,0,1,0,52,0,0,100,0,75,85,46,58,0,53.6585365853659
"Marlon Vera","Davey Grant",2021-06-19,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"Decision - Unanimous",3,"5:00",300,900,"UFC Fight Night: The Korean Zombie vs. Ige","W",1,1,0,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,15,21,31,73,15,15,112,172,105,162,0,8,8,11,13,0,0,1,0,2,2,0,5,5,20,27,0,0,0,0,0,0,0,3,100,74,0,100,84,0,100,82,55,65,100,64.8148148148148
"Marlon Vera","Jose Aldo",2020-12-19,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"Decision - Unanimous",3,"5:00",300,900,"UFC Fight Night: Thompson vs. Neal","L",0,1,0,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,3,6,4,29,27,34,92,133,46,82,0,8,9,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,100,0,79,73,24,69,0,56.0975609756098
"Marlon Vera","Sean O'Malley",2020-08-15,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"KO/TKO",1,"4:40",280,280,"UFC 252: Miocic vs. Cormier 3","W",1,0,1,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,2,8,0,4,9,10,18,30,18,30,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,0,0,0,0,0,0,0,0,100,83,0,0,0,0,90,40,50,60,0,60
"Marlon Vera","Song Yadong",2020-05-16,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"Decision - Unanimous",3,"5:00",300,900,"UFC Fight Night: Overeem vs. Harris","L",0,1,0,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,13,22,34,81,21,24,115,187,92,164,0,15,17,4,10,1,2,0,0,2,3,0,1,1,3,7,0,0,1,0,0,0,0,0,100,42,0,88,40,50,85,72,42,61,67,56.0975609756098
"Marlon Vera","Andre Ewell",2019-10-12,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"KO/TKO",3,"3:17",197,797,"UFC Fight Night: Joanna vs. Waterson","W",1,0,1,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,13,19,20,54,18,22,87,140,80,133,0,6,7,7,12,0,2,0,0,0,1,0,0,0,14,17,0,0,0,0,0,0,0,2,0,82,0,85,58,0,83,73,49,62,0,60.1503759398496
"Marlon Vera","Nohelin Hernandez",2019-07-06,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"Submission",2,"3:25",205,505,"UFC 239: Jones vs. Santos","W",1,0,0,1,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,1,8,2,8,4,7,26,54,10,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,4,0,0,2,0,0,0,0,1,0,75,0,0,0,0,57,12,42,48,100,37.037037037037
"Marlon Vera","Frankie Saenz",2019-03-23,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"KO/TKO",1,"1:25",85,85,"UFC Fight Night: Thompson vs. Pettis","W",1,0,1,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,0,1,2,4,5,6,13,17,12,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,100,0,0,0,0,83,0,78,76,0,75
"Marlon Vera","Guido Cannetti",2018-11-17,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"Submission",2,"1:31",91,391,"UFC Fight Night: Magny vs. Ponzinibbio","W",1,0,0,1,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,1,4,2,5,0,1,36,48,24,35,1,8,9,8,8,1,2,0,0,2,2,1,1,1,3,5,0,0,1,0,0,0,0,2,100,60,0,88,100,50,33,71,72,75,100,68.5714285714286
"Marlon Vera","Wulijiburen",2018-08-04,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"KO/TKO",2,"4:53",293,593,"UFC 227: Dillashaw vs. Garbrandt 2","W",1,0,1,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,5,10,15,45,10,12,59,102,45,86,1,3,3,2,3,3,3,0,0,1,4,1,0,0,7,10,0,0,0,0,0,0,0,0,0,70,0,100,66,100,87,62,41,57,25,52.3255813953488
"Marlon Vera","Douglas Silva de Andrade",2018-02-03,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"Decision - Unanimous",3,"5:00",300,900,"UFC Fight Night: Machida vs. Anders","L",0,1,0,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,21,28,28,135,22,24,75,195,72,191,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,92,76,20,38,0,37.696335078534
"Marlon Vera","John Lineker",2017-10-28,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"Decision - Unanimous",3,"5:00",300,900,"UFC Fight Night: Brunson vs. Machida","L",0,1,0,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,8,21,17,62,25,25,50,118,49,117,0,2,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,72,42,31,42,0,41.8803418803419
"Marlon Vera","Brian Kelleher",2017-07-22,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"Submission",1,"2:18",138,138,"UFC Fight Night: Weidman vs. Gastelum","W",1,0,0,1,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,1,2,2,11,1,1,5,15,5,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,100,0,0,100,67,18,33,0,33.3333333333333
"Marlon Vera","Brad Pickett",2017-03-17,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"KO/TKO",3,"3:50",230,830,"UFC Fight Night: Manuwa vs. Anderson","W",1,0,1,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,8,23,32,85,19,23,72,149,67,143,1,1,1,4,7,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,75,0,100,57,0,83,38,41,48,0,46.8531468531469
"Marlon Vera","Guangyou Ning",2016-11-26,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"Decision - Unanimous",3,"5:00",300,900,"UFC Fight Night: Whittaker vs. Brunson","W",1,1,0,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,7,14,10,31,6,10,46,87,36,72,1,1,2,0,0,1,1,0,0,1,3,0,0,0,10,13,1,1,2,2,0,0,0,2,0,76,100,50,0,100,67,50,46,52,33,50
"Marlon Vera","Davey Grant",2016-02-27,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"Decision - Unanimous",3,"5:00",300,900,"UFC Fight Night: Silva vs. Bisping","L",0,1,0,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,8,12,4,35,1,1,28,72,23,66,0,5,7,1,1,0,0,0,0,1,6,0,0,0,4,10,0,0,1,1,0,0,0,0,0,40,0,71,100,0,100,68,20,38,17,34.8484848484849
"Marlon Vera","Roman Salazar",2015-08-08,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"Submission",2,"2:15",135,435,"UFC Fight Night: Teixeira vs. Saint Preux","W",1,0,0,1,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,5,7,5,19,1,1,26,49,25,48,0,2,2,0,1,0,1,0,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,2,0,66,0,100,0,0,100,78,45,53,0,52.0833333333333
"Marlon Vera","Marco Beltran",2014-11-15,"Ecuador","Bantamweight",136,1992-12-02,68,"RVCA","Chito","Switch",70,"Decision - Unanimous",3,"5:00",300,900,"UFC 180: Werdum vs. Hunt","L",0,1,0,0,0,0,0,0,0,0,0,1,"South America",0,0,0,0,0,0,1,1,4,9,1,1,36,27,24,27,1,1,1,1,1,0,0,0,0,1,1,1,1,1,15,27,0,0,7,1,0,0,0,2,100,55,0,100,100,0,100,67,30,80,100,88.8888888888889
"Deiveson Figueiredo","Cody Garbrandt",2024-04-13,"Brazil","Bantamweight",135,1987-12-18,65,"Team Figueiredo","Deus da Guerra","Orthodox",68,"Submission",2,"4:02",242,542,"UFC 300: Pereira vs. Hill","W",1,0,0,1,0,0,0,0,0,0,1,0,"South America",0,0,0,1,0,0,1,2,5,9,2,2,21,27,13,19,0,1,1,1,2,0,0,0,0,1,5,0,0,0,3,3,0,0,0,0,0,0,0,2,0,100,0,100,50,0,100,67,64,77,20,68.4210526315789
"Deiveson Figueiredo","Rob Font",2023-12-02,"Brazil","Bantamweight",135,1987-12-18,65,"Team Figueiredo","Deus da Guerra","Orthodox",68,"Decision - Unanimous",3,"5:00",300,900,"UFC Fight Night: Dariush vs. Tsarukyan","W",1,1,0,0,0,0,0,0,0,0,1,0,"South America",0,0,0,1,0,0,4,4,26,53,3,3,53,84,45,74,0,3,3,3,4,0,0,0,0,4,7,0,0,0,6,7,0,0,0,0,0,0,0,0,0,85,0,100,75,0,100,100,55,63,57,60.8108108108108
"Deiveson Figueiredo","Brandon Moreno",2023-01-21,"Brazil","Bantamweight",135,1987-12-18,65,"Team Figueiredo","Deus da Guerra","Orthodox",68,"TKO - Doctor's Stoppage",3,"5:00",300,900,"UFC 283: Teixeira vs. Hill","L",0,0,0,0,0,0,0,0,1,0,1,0,"South America",0,0,0,1,0,0,8,9,4,22,3,4,24,48,19,43,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,8,0,0,0,0,0,0,0,2,0,50,0,0,0,0,75,89,27,50,50,44.1860465116279
"Deiveson Figueiredo","Brandon Moreno",2022-01-22,"Brazil","Bantamweight",135,1987-12-18,65,"Team Figueiredo","Deus da Guerra","Orthodox",68,"Decision - Unanimous",5,"5:00",300,1500,"UFC 270: Ngannou vs. Gane","W",1,1,0,0,0,0,0,0,0,0,1,0,"South America",0,0,0,1,0,0,15,22,39,102,26,36,95,178,86,169,3,4,4,1,3,0,0,0,0,2,11,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,100,100,33,0,73,73,38,53,18,50.887573964497
"Deiveson Figueiredo","Brandon Moreno",2021-06-12,"Brazil","Bantamweight",135,1987-12-18,65,"Team Figueiredo","Deus da Guerra","Orthodox",68,"Submission",3,"2:26",146,746,"UFC 263: Adesanya vs. Vettori 2","L",0,0,0,1,0,0,0,0,0,0,1,0,"South America",0,0,0,1,0,0,8,9,4,14,2,2,33,45,24,36,0,1,1,0,0,0,0,0,0,1,1,0,2,2,5,6,2,2,0,0,0,0,0,0,100,83,100,100,0,0,100,92,45,73,100,66.6666666666667
"Deiveson Figueiredo","Brandon Moreno",2020-12-12,"Brazil","Bantamweight",135,1987-12-18,65,"Team Figueiredo","Deus da Guerra","Orthodox",68,"Draw",5,"5:00",300,1500,"UFC 256: Figueiredo vs. Moreno","D",0,0,0,0,0,1,0,0,0,0,1,0,"South America",0,0,0,1,0,0,34,45,82,163,10,12,147,248,137,238,0,0,0,3,7,0,0,0,0,2,4,0,0,0,8,11,0,0,1,0,1,0,1,0,0,72,0,0,42,0,83,76,51,59,50,57.563025210084
"Deiveson Figueiredo","Alex Perez",2020-11-21,"Brazil","Bantamweight",135,1987-12-18,65,"Team Figueiredo","Deus da Guerra","Orthodox",68,"Submission",1,"1:57",117,117,"UFC 255: Figueiredo vs. Perez","W",1,0,0,1,0,0,0,0,0,0,1,0,"South America",0,0,0,1,0,0,3,4,2,4,0,0,5,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75,50,62,0,62.5
"Deiveson Figueiredo","Joseph Benavidez",2020-07-18,"Brazil","Bantamweight",135,1987-12-18,65,"Team Figueiredo","Deus da Guerra","Orthodox",68,"Submission",1,"4:48",288,288,"UFC Fight Night: Figueiredo vs. Benavidez 2","W",1,0,0,1,0,0,0,0,0,0,1,0,"South America",0,0,0,1,0,0,4,4,8,12,0,0,40,45,35,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,0,0,2,2,0,0,4,4,0,95,0,0,0,0,0,100,86,88,0,87.5
"Deiveson Figueiredo","Joseph Benavidez",2020-02-29,"Brazil","Bantamweight",135,1987-12-18,65,"Team Figueiredo","Deus da Guerra","Orthodox",68,"KO/TKO",2,"1:54",114,414,"UFC Fight Night: Benavidez vs. Figueiredo","W",1,0,1,0,0,0,0,0,0,0,1,0,"South America",0,0,0,1,0,0,6,9,14,35,0,0,25,49,25,49,1,1,1,1,1,0,0,0,0,1,1,0,0,0,3,3,0,0,0,0,0,0,1,1,0,100,0,100,100,0,0,70,46,51,100,51.0204081632653
"Deiveson Figueiredo","Tim Elliott",2019-10-12,"Brazil","Bantamweight",135,1987-12-18,65,"Team Figueiredo","Deus da Guerra","Orthodox",68,"Submission",1,"3:08",188,188,"UFC Fight Night: Joanna vs. Waterson","W",1,0,0,1,0,0,0,0,0,0,1,0,"South America",0,0,0,1,0,0,0,0,6,10,0,0,8,13,8,13,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,66,0,0,0,62,61,0,61.5384615384615
"Deiveson Figueiredo","Alexandre Pantoja",2019-07-27,"Brazil","Bantamweight",135,1987-12-18,65,"Team Figueiredo","Deus da Guerra","Orthodox",68,"Decision - Unanimous",3,"5:00",300,900,"UFC 240: Holloway vs. Edgar","W",1,1,0,0,0,0,0,0,0,0,1,0,"South America",0,0,0,1,0,0,12,13,32,63,2,2,71,117,67,113,1,0,0,11,19,0,0,0,0,2,3,0,0,0,10,16,0,0,2,0,0,0,0,0,0,62,0,0,57,0,100,92,54,60,67,59.2920353982301
"Deiveson Figueiredo","Jussier Formiga",2019-03-23,"Brazil","Bantamweight",135,1987-12-18,65,"Team Figueiredo","Deus da Guerra","Orthodox",68,"Decision - Unanimous",3,"5:00",300,900,"UFC Fight Night: Thompson vs. Pettis","L",0,1,0,0,0,0,0,0,0,0,1,0,"South America",0,0,0,1,0,0,5,9,3,33,1,3,41,80,14,50,0,2,2,1,1,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0,100,0,100,100,0,33,64,17,51,0,28
"Deiveson Figueiredo","John Moraga",2018-08-25,"Brazil","Bantamweight",135,1987-12-18,65,"Team Figueiredo","Deus da Guerra","Orthodox",68,"KO/TKO",2,"3:08",188,488,"UFC Fight Night: Gaethje vs. Vick","W",1,0,1,0,0,0,0,0,0,0,1,0,"South America",0,0,0,1,0,0,5,5,1,6,0,0,46,58,29,39,2,0,0,1,2,0,0,0,0,2,4,0,4,4,18,22,0,0,2,0,0,0,1,1,100,81,0,0,50,0,0,100,67,79,50,74.3589743589744
"Deiveson Figueiredo","Joseph Morales",2018-02-03,"Brazil","Bantamweight",135,1987-12-18,65,"Team Figueiredo","Deus da Guerra","Orthodox",68,"KO/TKO",2,"4:34",274,574,"UFC Fight Night: Machida vs. Anders","W",1,0,1,0,0,0,0,0,0,0,1,0,"South America",0,0,0,1,0,0,1,6,10,21,0,0,44,76,31,62,1,0,0,0,0,0,0,0,0,2,2,0,5,5,15,30,0,0,3,0,0,0,1,1,100,50,0,0,0,0,0,55,49,57,100,50
"Deiveson Figueiredo","Jarred Brooks",2017-10-28,"Brazil","Bantamweight",135,1987-12-18,65,"Team Figueiredo","Deus da Guerra","Orthodox",68,"Decision - Split",3,"5:00",300,900,"UFC Fight Night: Brunson vs. Machida","W",1,0,0,0,1,0,0,0,0,0,1,0,"South America",0,0,0,1,0,0,4,10,8,30,0,0,22,52,19,48,0,6,7,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,85,100,0,0,59,29,42,25,39.5833333333333
"Deiveson Figueiredo","Marco Beltran",2017-06-02,"Brazil","Bantamweight",135,1987-12-18,65,"Team Figueiredo","Deus da Guerra","Orthodox",68,"KO/TKO",2,"5:00",300,600,"UFC 212: Aldo vs. Holloway","W",1,0,1,0,0,0,0,0,0,0,1,0,"South America",0,0,0,1,0,0,4,6,3,5,1,1,21,31,17,26,1,1,1,0,0,0,0,0,0,2,3,0,1,1,7,12,0,0,4,1,1,0,4,4,100,58,0,100,0,0,100,75,59,67,67,65.3846153846154
"Tony Ferguson","Bobby Green",2023-07-29,"USA","Lightweight",155,1984-02-12,71,"Team Death Clutch","El Cucuy","Orthodox",76,"Submission",3,"4:54",294,894,"UFC 291: Poirier vs. Gaethje 2","L",0,0,0,1,0,0,0,0,0,0,1,0,"North America",0,0,0,0,1,0,23,35,24,52,4,4,90,134,62,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,78,0,0,0,0,100,66,53,67,0,59.0476190476191
"Tony Ferguson","Nate Diaz",2022-09-10,"USA","Lightweight",155,1984-02-12,71,"Team Death Clutch","El Cucuy","Orthodox",76,"Submission",4,"2:09",129,1029,"UFC 279: Diaz vs. Ferguson","L",0,0,0,1,0,0,0,0,0,0,1,0,"North America",0,0,0,0,1,0,11,18,34,93,5,7,62,138,54,123,0,0,0,2,2,0,0,0,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,66,0,0,100,0,71,61,39,44,0,43.9024390243902
"Tony Ferguson","Michael Chandler",2022-05-07,"USA","Lightweight",155,1984-02-12,71,"Team Death Clutch","El Cucuy","Orthodox",76,"KO/TKO",2,"0:17",17,317,"UFC 274: Oliveira vs. Gaethje","L",0,0,1,0,0,0,0,0,0,0,1,0,"North America",0,0,0,0,1,0,23,27,23,106,34,39,80,172,80,172,0,0,0,0,0,0,0,1,33,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,85,22,46,33.33,46.5116279069767
"Tony Ferguson","Beneil Dariush",2021-05-15,"USA","Lightweight",155,1984-02-12,71,"Team Death Clutch","El Cucuy","Orthodox",76,"Decision - Unanimous",3,"5:00",300,900,"UFC 262: Oliveira vs. Chandler","L",0,1,0,0,0,0,0,0,0,0,1,0,"North America",0,0,0,0,1,0,2,6,10,31,5,5,27,58,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,0,0,0,0,0,0,0,0,0,42,0,0,0,0,100,29,34,46,0,40
"Tony Ferguson","Charles Oliveira",2020-12-12,"USA","Lightweight",155,1984-02-12,71,"Team Death Clutch","El Cucuy","Orthodox",76,"Decision - Unanimous",3,"5:00",300,900,"UFC 256: Figueiredo vs. Moreno","L",0,1,0,0,0,0,0,0,0,0,1,0,"North America",0,0,0,0,1,0,5,5,1,18,0,0,37,59,15,34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,1,0,80,0,0,100,0,0,100,34,62,0,44.1176470588235
"Tony Ferguson","Justin Gaethje",2020-05-09,"USA","Lightweight",155,1984-02-12,71,"Team Death Clutch","El Cucuy","Orthodox",76,"KO/TKO",5,"5:00",300,1500,"UFC 249: Ferguson vs. Gaethje","L",0,0,1,0,0,0,0,0,0,0,1,0,"North America",0,0,0,0,1,0,3,10,10,25,2,3,26,49,19,42,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,100,0,0,100,0,67,30,48,53,0,45.2380952380952
"Tony Ferguson","Donald Cerrone",2019-06-08,"USA","Lightweight",155,1984-02-12,71,"Team Death Clutch","El Cucuy","Orthodox",76,"KO/TKO",2,"4:10",250,550,"UFC 238: Cejudo vs. Moraes","W",1,0,1,0,0,0,0,0,0,0,1,0,"North America",0,0,0,0,1,0,36,43,64,212,36,41,136,296,136,296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,84,30,45,0,45.945945945946
"Tony Ferguson","Anthony Pettis",2018-10-06,"USA","Lightweight",155,1984-02-12,71,"Team Death Clutch","El Cucuy","Orthodox",76,"KO/TKO",2,"5:00",300,600,"UFC 229: Khabib vs. McGregor","W",1,0,1,0,0,0,0,0,0,0,1,0,"North America",0,0,0,0,1,0,25,37,64,142,14,19,104,200,104,200,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,74,68,45,52,0,52
"Tony Ferguson","Kevin Lee",2017-10-07,"USA","Lightweight",155,1984-02-12,71,"Team Death Clutch","El Cucuy","Orthodox",76,"Submission",3,"4:02",242,842,"UFC 216: Ferguson vs. Lee","W",1,0,0,1,0,0,0,0,0,0,1,0,"North America",0,0,0,0,1,0,19,30,60,120,27,31,115,195,114,194,0,0,0,4,7,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,66,0,0,57,0,87,66,50,58,0,58.7628865979381
"Tony Ferguson","Rafael dos Anjos",2016-11-05,"USA","Lightweight",155,1984-02-12,71,"Team Death Clutch","El Cucuy","Orthodox",76,"Decision - Unanimous",5,"5:00",300,1500,"UFC Fight Night: Dos Anjos vs. Ferguson","W",1,1,0,0,0,0,0,0,0,0,1,0,"North America",0,0,0,0,1,0,6,13,26,63,8,9,57,106,54,103,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,17,0,0,0,0,0,0,0,0,0,76,0,0,100,0,89,46,49,53,0,52.4271844660194
"Tony Ferguson","Edson Barboza",2015-12-11,"USA","Lightweight",155,1984-02-12,71,"Team Death Clutch","El Cucuy","Orthodox",76,"Submission",2,"2:54",174,474,"The Ultimate Fighter 22 Finale","W",1,0,0,1,0,0,0,0,0,0,1,0,"North America",0,0,0,0,1,0,27,41,124,309,45,47,200,402,199,401,0,1,1,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,66,0,96,67,40,49,0,49.6259351620948
"Tony Ferguson","Josh Thomson",2015-07-15,"USA","Lightweight",155,1984-02-12,71,"Team Death Clutch","El Cucuy","Orthodox",76,"Decision - Unanimous",3,"5:00",300,900,"UFC Fight Night: Mir vs. Duffee","W",1,1,0,0,0,0,0,0,0,0,1,0,"North America",0,0,0,0,1,0,17,20,42,92,7,7,69,122,66,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,46,56,0,55.4621848739496
"Tony Ferguson","Gleison Tibau",2015-02-28,"USA","Lightweight",155,1984-02-12,71,"Team Death Clutch","El Cucuy","Orthodox",76,"Submission",1,"2:37",157,157,"UFC 184: Rousey vs. Zingano","W",1,0,0,1,0,0,0,0,0,0,1,0,"North America",0,0,0,0,1,0,10,11,26,78,9,10,69,127,61,116,0,0,0,1,1,0,0,0,0,0,2,0,15,16,15,16,0,0,0,0,0,0,0,1,93,93,0,0,100,0,90,91,44,54,0,52.5862068965517
"Michael Chiesa","Kevin Holland",2023-07-29,"USA","Welterweight",170,1987-12-07,73,"Sikjitsu","Maverick","Southpaw",75,"Decision - Unanimous",3,"5:00",300,900,"UFC 291: Poirier vs. Gaethje 2","L",0,1,0,0,0,0,0,0,0,1,0,0,"North America",0,0,0,0,1,0,0,0,3,7,0,0,6,13,4,11,0,0,0,1,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,36,46,0,36.3636363636364
"Michael Chiesa","Vicente Luque",2021-08-07,"USA","Welterweight",170,1987-12-07,73,"Sikjitsu","Maverick","Southpaw",75,"Submission",1,"3:25",205,205,"UFC 265: Lewis vs. Gane","L",0,0,0,1,0,0,0,0,0,1,0,0,"North America",0,0,0,0,1,0,3,5,15,37,0,0,71,107,29,57,0,5,6,0,0,0,0,0,100,1,1,0,2,2,4,7,0,0,0,0,0,0,0,0,100,57,0,83,0,0,0,77,43,66,100,50.8771929824561
